m_id,brite_dev_id,m_datetime,power_factor,volt,amp,accu_kWh,saved_kWh,accum_op_time,power
3116619,352,"2016-11-13 07:08:44",0.62,113.9,0.031,0.6,0,49.43,2.1891580103861683
3116648,352,"2016-11-13 07:09:44",0.63,113.9,0.031,0.6,0,49.44,2.2244669766088423
3116677,352,"2016-11-13 07:10:44",0.63,114.3,0.031,0.6,0,49.46,2.2322790062224556
3116706,352,"2016-11-13 07:11:44",0.62,114.2,0.03,0.6,0,49.48,2.1241199120959644
3116735,352,"2016-11-13 07:12:44",0.61,114.1,0.031,0.6,0,49.49,2.1576309864816356
3116764,352,"2016-11-13 07:13:44",0.62,114.1,0.031,0.6,0,49.51,2.1930019516981245
3116795,352,"2016-11-13 07:14:44",0.62,114.1,0.031,0.6,0,49.53,2.1930019516981245
3116826,352,"2016-11-13 07:15:44",0.62,114.1,0.031,0.6,0,49.54,2.1930019516981245
3116857,352,"2016-11-13 07:16:44",0.63,114.3,0.031,0.6,0,49.56,2.2322790062224556
3116888,352,"2016-11-13 07:17:44",0.62,114.1,0.031,0.6,0,49.57,2.1930019516981245
3116919,352,"2016-11-13 07:18:44",0.63,114.1,0.031,0.6,0,49.59,2.228372916914613
3116950,352,"2016-11-13 07:19:44",0.62,114.1,0.031,0.6,0,49.61,2.1930019516981245
3116981,352,"2016-11-13 07:20:44",0.61,113.9,0.031,0.6,0,49.62,2.1538490441634948
3117012,352,"2016-11-13 07:21:44",0.62,114.2,0.031,0.6,0,49.64,2.194923922354102
3117043,352,"2016-11-13 07:22:44",0.62,114,0.031,0.6,0,49.66,2.1910799810421464
3117074,352,"2016-11-13 07:23:44",0.63,114.2,0.031,0.6,0,49.67,2.2303258870674987
3117102,352,"2016-11-13 07:24:44",0.62,114.1,0.031,0.6,0,49.69,2.1930019516981245
3117131,352,"2016-11-13 07:25:44",0.61,114.2,0.031,0.6,0,49.71,2.159521957640706
3117160,352,"2016-11-13 07:26:44",0.61,114.2,0.031,0.6,0,49.72,2.159521957640706
3117189,352,"2016-11-13 07:27:44",0.61,114,0.031,0.6,0,49.74,2.155740015322565
3117218,352,"2016-11-13 07:28:44",0.61,114.1,0.031,0.6,0,49.75,2.1576309864816356
3117247,352,"2016-11-13 07:29:44",0.62,114.1,0.031,0.6,0,49.77,2.1930019516981245
3117276,352,"2016-11-13 07:30:44",0.61,113.8,0.031,0.6,0,49.79,2.1519580730044243
3117305,352,"2016-11-13 07:31:44",0.63,114.3,0.031,0.6,0,49.8,2.2322790062224556
3117334,352,"2016-11-13 07:32:44",0.62,114.2,0.031,0.6,0,49.82,2.194923922354102
3117363,352,"2016-11-13 07:33:44",0.61,114.2,0.031,0.6,0,49.84,2.159521957640706
3117392,352,"2016-11-13 07:34:44",0.62,114.2,0.031,0.6,0,49.85,2.194923922354102
3117421,352,"2016-11-13 07:35:44",0.62,114,0.031,0.6,0,49.87,2.1910799810421464
3117450,352,"2016-11-13 07:36:44",0.61,113.9,0.031,0.6,0,49.89,2.1538490441634948
3117479,352,"2016-11-13 07:37:44",0.62,113.9,0.031,0.6,0,49.9,2.1891580103861683
3117508,352,"2016-11-13 07:38:44",0.61,114,0.031,0.6,0,49.92,2.155740015322565
3117537,352,"2016-11-13 07:39:44",0.6,113.8,0.031,0.6,0,49.93,2.116680106278658
3117566,352,"2016-11-13 07:40:44",0.61,114.1,0.031,0.6,0,49.95,2.1576309864816356
3117595,352,"2016-11-13 07:41:44",0.63,114.3,0.03,0.6,0,49.97,2.1602699930416778
3117624,352,"2016-11-13 07:42:44",0.61,114.3,0.031,0.6,0,49.98,2.1614130730716283
3117653,352,"2016-11-13 07:43:44",0.62,114.4,0.031,0.6,0,50,2.19876801030302
3117682,352,"2016-11-13 07:44:44",0.62,114.2,0.031,0.6,0,50.02,2.194923922354102
3117711,352,"2016-11-13 07:45:44",0.61,114.3,0.031,0.6,0,50.03,2.1614130730716283
3117740,352,"2016-11-13 07:46:44",0.61,114.1,0.031,0.6,0,50.05,2.1576309864816356
3117769,352,"2016-11-13 07:47:44",0.61,114.2,0.031,0.6,0,50.07,2.159521957640706
3117798,352,"2016-11-13 07:48:44",0.61,114.2,0.031,0.6,0,50.08,2.159521957640706
3117827,352,"2016-11-13 07:49:44",0.62,114,0.031,0.6,0,50.1,2.1910799810421464
3117856,352,"2016-11-13 07:50:44",0.62,114.3,0.031,0.6,0,50.12,2.196846039647042
3117885,352,"2016-11-13 07:51:44",0.63,114.4,0.031,0.6,0,50.13,2.234231976375341
3117914,352,"2016-11-13 07:52:44",0.61,114,0.031,0.6,0,50.15,2.155740015322565
3117943,352,"2016-11-13 07:53:44",0.63,114.4,0.031,0.6,0,50.16,2.234231976375341
3117972,352,"2016-11-13 07:54:44",0.62,114.5,0.031,0.6,0,50.18,2.200689980958998
3118001,352,"2016-11-13 07:55:44",0.61,114.2,0.031,0.6,0,50.2,2.159521957640706
3118030,352,"2016-11-13 07:56:44",0.62,114.3,0.031,0.6,0,50.21,2.196846039647042
3118059,352,"2016-11-13 07:57:44",0.61,114.3,0.031,0.6,0,50.23,2.1614130730716283
3118088,352,"2016-11-13 07:58:44",0.61,114.1,0.031,0.6,0,50.25,2.1576309864816356
3118117,352,"2016-11-13 07:59:44",0.62,114.3,0.031,0.6,0,50.26,2.196846039647042
3118146,352,"2016-11-13 08:00:44",0.63,114.4,0.03,0.6,0,50.28,2.1621599641460176
3118175,352,"2016-11-13 08:01:44",0.62,114.1,0.031,0.6,0,50.3,2.1930019516981245
3118204,352,"2016-11-13 08:02:44",0.61,114.4,0.031,0.6,0,50.31,2.1633040442306988
3118233,352,"2016-11-13 08:03:44",0.62,114.3,0.031,0.6,0,50.33,2.196846039647042
3118262,352,"2016-11-13 08:04:44",0.63,114.5,0.03,0.6,0,50.34,2.164049935250357
3118291,352,"2016-11-13 08:05:44",0.63,114.5,0.031,0.6,0,50.36,2.236184946528226
3118320,352,"2016-11-13 08:06:44",0.63,114.5,0.03,0.6,0,50.38,2.164049935250357
3118349,352,"2016-11-13 08:07:44",0.62,114.5,0.031,0.6,0,50.39,2.200689980958998
3118379,352,"2016-11-13 08:08:44",0.65,114.7,0.03,0.6,0,50.41,2.2366498084578716
3118408,352,"2016-11-13 08:09:44",0.63,114.5,0.03,0.6,0,50.43,2.164049935250357
3118437,352,"2016-11-13 08:10:44",0.63,114.6,0.03,0.6,0,50.44,2.165939906354697
3118467,352,"2016-11-13 08:11:44",0.62,114.5,0.031,0.6,0,50.46,2.200689980958998
3118496,352,"2016-11-13 08:12:44",0.63,114.5,0.03,0.6,0,50.48,2.164049935250357
3118525,352,"2016-11-13 08:13:44",0.63,114.5,0.031,0.6,0,50.49,2.236184946528226
3118554,352,"2016-11-13 08:14:44",0.61,114.3,0.031,0.6,0,50.51,2.1614130730716283
3118583,352,"2016-11-13 08:15:44",0.61,114.4,0.031,0.6,0,50.52,2.1633040442306988
3118612,352,"2016-11-13 08:16:44",0.62,114.4,0.031,0.6,0,50.54,2.19876801030302
3118641,352,"2016-11-13 08:17:44",0.62,114.4,0.031,0.6,0,50.56,2.19876801030302
3118670,352,"2016-11-13 08:18:44",0.62,114.2,0.031,0.6,0,50.57,2.194923922354102
3118699,352,"2016-11-13 08:19:44",0.63,114.5,0.03,0.6,0,50.59,2.164049935250357
3118728,352,"2016-11-13 08:20:44",0.62,114.4,0.031,0.6,0,50.61,2.19876801030302
3118758,352,"2016-11-13 08:21:44",0.62,114.6,0.031,0.6,0,50.62,2.202611951614976
3118787,352,"2016-11-13 08:22:44",0.64,114.5,0.03,0.6,0,50.64,2.198399901723863
3118816,352,"2016-11-13 08:23:44",0.62,114.5,0.031,0.6,0,50.66,2.200689980958998
3118845,352,"2016-11-13 08:24:44",0.61,114.5,0.031,0.6,0,50.67,2.165195015389769
3118874,352,"2016-11-13 08:25:44",0.63,114.5,0.031,0.6,0,50.69,2.236184946528226
3118903,352,"2016-11-13 08:26:44",0.62,114.5,0.031,0.6,0,50.71,2.200689980958998
3118932,352,"2016-11-13 08:27:44",0.62,114.5,0.031,0.6,0,50.72,2.200689980958998
3118961,352,"2016-11-13 08:28:44",0.64,114.4,0.03,0.6,0,50.74,2.196479931106567
3118990,352,"2016-11-13 08:29:44",0.63,114.2,0.031,0.6,0,50.75,2.2303258870674987
3119019,352,"2016-11-13 08:30:44",0.61,114.4,0.031,0.6,0,50.77,2.1633040442306988
3119050,352,"2016-11-13 08:31:44",0.62,114.2,0.031,0.6,0,50.79,2.194923922354102
3119081,352,"2016-11-13 08:32:44",0.63,114.3,0.031,0.6,0,50.8,2.2322790062224556
3119113,352,"2016-11-13 08:33:45",0.63,114.4,0.031,0.6,0,50.82,2.234231976375341
3119145,352,"2016-11-13 08:34:44",0.62,114.2,0.031,0.6,0,50.84,2.194923922354102
3119177,352,"2016-11-13 08:35:44",0.62,114.4,0.031,0.6,0,50.85,2.19876801030302
3119209,352,"2016-11-13 08:36:44",0.63,114.4,0.03,0.6,0,50.87,2.1621599641460176
3119241,352,"2016-11-13 08:37:44",0.62,114.3,0.031,0.6,0,50.88,2.196846039647042
3119273,352,"2016-11-13 08:38:44",0.63,114.6,0.031,0.6,0,50.9,2.238137916681112
3119305,352,"2016-11-13 08:39:44",0.63,114.5,0.031,0.6,0,50.92,2.236184946528226
3119337,352,"2016-11-13 08:40:44",0.63,114.5,0.03,0.6,0,50.93,2.164049935250357
3119365,352,"2016-11-13 08:41:44",0.64,114.5,0.03,0.6,0,50.95,2.198399901723863
3119393,352,"2016-11-13 08:42:44",0.62,114.4,0.031,0.6,0,50.97,2.19876801030302
3119421,352,"2016-11-13 08:43:44",0.62,114.4,0.031,0.6,0,50.98,2.19876801030302
3119449,352,"2016-11-13 08:44:44",0.64,114.5,0.03,0.6,0,51,2.198399901723863
3119479,352,"2016-11-13 08:45:44",0.62,114.3,0.031,0.6,0,51.02,2.196846039647042
3119508,352,"2016-11-13 08:46:44",0.61,114.4,0.031,0.6,0,51.03,2.1633040442306988
3119537,352,"2016-11-13 08:47:44",0.61,114.3,0.031,0.6,0,51.05,2.1614130730716283
3119566,352,"2016-11-13 08:48:44",0.6,114,0.031,0.6,0,51.06,2.120400049602984
3119595,352,"2016-11-13 08:49:44",0.62,114.3,0.031,0.6,0,51.08,2.196846039647042
3119623,352,"2016-11-13 08:50:44",0.61,114.2,0.031,0.6,0,51.1,2.159521957640706
3119651,352,"2016-11-13 08:51:44",0.62,114,0.031,0.6,0,51.11,2.1910799810421464
3119681,352,"2016-11-13 08:52:44",0.62,114.4,0.031,0.6,0,51.13,2.19876801030302
3119711,352,"2016-11-13 08:53:44",0.61,114.1,0.031,0.6,0,51.15,2.1576309864816356
3119743,352,"2016-11-13 08:54:44",0.62,114.1,0.031,0.6,0,51.16,2.1930019516981245
3119775,352,"2016-11-13 08:55:44",0.62,114.4,0.031,0.6,0,51.18,2.19876801030302
3119807,352,"2016-11-13 08:56:44",0.62,114.3,0.031,0.6,0,51.2,2.196846039647042
3119839,352,"2016-11-13 08:57:44",0.61,113.9,0.031,0.6,0,51.21,2.1538490441634948
3119872,352,"2016-11-13 08:58:44",0.62,114.4,0.031,0.6,0,51.23,2.19876801030302
3119904,352,"2016-11-13 08:59:44",0.61,114.2,0.031,0.6,0,51.25,2.159521957640706
3119936,352,"2016-11-13 09:00:44",0.61,114.2,0.031,0.6,0,51.26,2.159521957640706
3119968,352,"2016-11-13 09:01:44",0.61,114.2,0.031,0.6,0,51.28,2.159521957640706
3119999,352,"2016-11-13 09:02:44",0.62,114.2,0.031,0.6,0,51.29,2.194923922354102
3120029,352,"2016-11-13 09:03:44",0.61,114.3,0.031,0.6,0,51.31,2.1614130730716283
3120058,352,"2016-11-13 09:04:44",0.61,114.3,0.031,0.6,0,51.33,2.1614130730716283
3120088,352,"2016-11-13 09:05:44",0.62,114.1,0.031,0.6,0,51.34,2.1930019516981245
3120118,352,"2016-11-13 09:06:44",0.61,114.2,0.031,0.6,0,51.36,2.159521957640706
3120148,352,"2016-11-13 09:07:44",0.62,114.1,0.031,0.6,0,51.38,2.1930019516981245
3120177,352,"2016-11-13 09:08:44",0.62,114,0.031,0.6,0,51.39,2.1910799810421464
3120206,352,"2016-11-13 09:09:44",0.62,114.2,0.031,0.6,0,51.41,2.194923922354102
3120235,352,"2016-11-13 09:10:44",0.61,114.1,0.031,0.6,0,51.43,2.1576309864816356
3120264,352,"2016-11-13 09:11:44",0.62,114.1,0.031,0.6,0,51.44,2.1930019516981245
3120293,352,"2016-11-13 09:12:44",0.61,114,0.031,0.6,0,51.46,2.155740015322565
3120322,352,"2016-11-13 09:13:44",0.61,114.2,0.031,0.6,0,51.47,2.159521957640706
3120351,352,"2016-11-13 09:14:44",0.62,114.2,0.031,0.6,0,51.49,2.194923922354102
3120382,352,"2016-11-13 09:15:44",0.62,113.7,0.031,0.6,0,51.51,2.185313922437251
3120413,352,"2016-11-13 09:16:44",0.62,114.4,0.031,0.6,0,51.52,2.19876801030302
3120444,352,"2016-11-13 09:17:44",0.62,114.3,0.031,0.6,0,51.54,2.196846039647042
3120475,352,"2016-11-13 09:18:44",0.62,114.2,0.031,0.6,0,51.56,2.194923922354102
3120507,352,"2016-11-13 09:19:44",0.62,114.3,0.031,0.6,0,51.57,2.196846039647042
3120539,352,"2016-11-13 09:20:44",0.61,114.2,0.031,0.6,0,51.59,2.159521957640706
3120571,352,"2016-11-13 09:21:44",0.62,114,0.031,0.6,0,51.61,2.1910799810421464
3120603,352,"2016-11-13 09:22:44",0.61,114.2,0.031,0.6,0,51.62,2.159521957640706
3120634,352,"2016-11-13 09:23:44",0.62,114.2,0.031,0.6,0,51.64,2.194923922354102
3120665,352,"2016-11-13 09:24:44",0.62,114.2,0.031,0.6,0,51.65,2.194923922354102
3120693,352,"2016-11-13 09:25:44",0.62,114.2,0.031,0.6,0,51.67,2.194923922354102
3120722,352,"2016-11-13 09:26:44",0.61,114.3,0.031,0.6,0,51.69,2.1614130730716283
3120751,352,"2016-11-13 09:27:44",0.61,114.4,0.031,0.6,0,51.7,2.1633040442306988
3120780,352,"2016-11-13 09:28:44",0.62,114.3,0.031,0.6,0,51.72,2.196846039647042
3120809,352,"2016-11-13 09:29:44",0.62,114.4,0.031,0.6,0,51.74,2.19876801030302
3120838,352,"2016-11-13 09:30:44",0.61,114.3,0.031,0.6,0,51.75,2.1614130730716283
3120867,352,"2016-11-13 09:31:44",0.63,114.3,0.031,0.6,0,51.77,2.2322790062224556
3120896,352,"2016-11-13 09:32:44",0.63,114,0.031,0.6,0,51.79,2.2264199467617276
3120925,352,"2016-11-13 09:33:44",0.61,114.5,0.031,0.6,0,51.8,2.165195015389769
3120954,352,"2016-11-13 09:34:44",0.62,114.4,0.031,0.6,0,51.82,2.19876801030302
3120983,352,"2016-11-13 09:35:44",0.61,114.1,0.031,0.6,0,51.83,2.1576309864816356
3121012,352,"2016-11-13 09:36:44",0.62,114.5,0.031,0.6,0,51.85,2.200689980958998
3121041,352,"2016-11-13 09:37:44",0.62,114.2,0.031,0.6,0,51.87,2.194923922354102
3121070,352,"2016-11-13 09:38:44",0.61,114.1,0.031,0.6,0,51.88,2.1576309864816356
3121100,352,"2016-11-13 09:39:44",0.62,114.2,0.031,0.6,0,51.9,2.194923922354102
3121129,352,"2016-11-13 09:40:44",0.62,114.3,0.031,0.6,0,51.92,2.196846039647042
3121158,352,"2016-11-13 09:41:44",0.6,114,0.031,0.6,0,51.93,2.120400049602984
3121187,352,"2016-11-13 09:42:44",0.62,114.2,0.031,0.6,0,51.95,2.194923922354102
3121216,352,"2016-11-13 09:43:44",0.63,114.4,0.031,0.6,0,51.97,2.234231976375341
3121245,352,"2016-11-13 09:44:44",0.62,114.2,0.031,0.6,0,51.98,2.194923922354102
3121274,352,"2016-11-13 09:45:44",0.62,114.2,0.031,0.6,0,52,2.194923922354102
3121303,352,"2016-11-13 09:46:44",0.62,114.3,0.031,0.6,0,52.01,2.196846039647042
3121332,352,"2016-11-13 09:47:44",0.61,114.3,0.031,0.6,0,52.03,2.1614130730716283
3121362,352,"2016-11-13 09:48:44",0.61,114.1,0.031,0.6,0,52.05,2.1576309864816356
3121391,352,"2016-11-13 09:49:44",0.62,114.2,0.031,0.6,0,52.06,2.194923922354102
3121420,352,"2016-11-13 09:50:44",0.63,114.4,0.031,0.6,0,52.08,2.234231976375341
3121449,352,"2016-11-13 09:51:44",0.62,114.1,0.031,0.6,0,52.1,2.1930019516981245
3121478,352,"2016-11-13 09:52:44",0.61,114.2,0.031,0.6,0,52.11,2.159521957640706
3121507,352,"2016-11-13 09:53:44",0.62,114.4,0.031,0.6,0,52.13,2.19876801030302
3121536,352,"2016-11-13 09:54:44",0.6,114.3,0.031,0.6,0,52.15,2.1259801064962147
3121565,352,"2016-11-13 09:55:44",0.63,114.3,0.031,0.6,0,52.16,2.2322790062224556
3121595,352,"2016-11-13 09:56:44",0.62,114.3,0.031,0.6,0,52.18,2.196846039647042
3121625,352,"2016-11-13 09:57:43",0.62,114.3,0.031,0.6,0,52.2,2.196846039647042
3121656,352,"2016-11-13 09:58:44",0.63,114.2,0.031,0.6,0,52.21,2.2303258870674987
3121686,352,"2016-11-13 09:59:43",0.62,114.3,0.031,0.6,0,52.23,2.196846039647042
3121716,352,"2016-11-13 10:00:43",0.62,114.4,0.031,0.6,0,52.24,2.19876801030302
3121746,352,"2016-11-13 10:01:43",0.63,114.3,0.031,0.6,0,52.26,2.2322790062224556
3121776,352,"2016-11-13 10:02:43",0.63,114.3,0.031,0.6,0,52.28,2.2322790062224556
3121806,352,"2016-11-13 10:03:43",0.63,114.6,0.031,0.6,0,52.29,2.238137916681112
3121836,352,"2016-11-13 10:04:47",0.62,114.4,0.031,0.6,0,52.31,2.19876801030302
3121866,352,"2016-11-13 10:05:44",0.62,114.2,0.031,0.6,0,52.33,2.194923922354102
3121896,352,"2016-11-13 10:06:43",0.63,114.4,0.031,0.6,0,52.34,2.234231976375341
3121925,352,"2016-11-13 10:07:43",0.62,114.4,0.031,0.6,0,52.36,2.19876801030302
3121956,352,"2016-11-13 10:08:43",0.6,114.1,0.031,0.6,0,52.37,2.1222600212651472
3121985,352,"2016-11-13 10:09:43",0.61,114.1,0.031,0.6,0,52.39,2.1576309864816356
3122013,352,"2016-11-13 10:10:43",0.62,114.4,0.031,0.6,0,52.41,2.19876801030302
3122040,352,"2016-11-13 10:11:43",0.62,114.2,0.031,0.6,0,52.42,2.194923922354102
3122070,352,"2016-11-13 10:12:43",0.62,114.2,0.031,0.6,0,52.44,2.194923922354102
3122101,352,"2016-11-13 10:13:43",0.61,114.5,0.031,0.6,0,52.46,2.165195015389769
3122129,352,"2016-11-13 10:14:43",0.63,114.3,0.03,0.6,0,52.47,2.1602699930416778
3122156,352,"2016-11-13 10:15:43",0.63,114.2,0.03,0.6,0,52.49,2.158379877741786
3122185,352,"2016-11-13 10:16:43",0.63,114.4,0.031,0.6,0,52.51,2.234231976375341
3122212,352,"2016-11-13 10:17:43",0.63,114.3,0.03,0.6,0,52.52,2.1602699930416778
3122241,352,"2016-11-13 10:18:43",0.62,114.5,0.031,0.6,0,52.54,2.200689980958998
3122271,352,"2016-11-13 10:19:43",0.62,114.4,0.031,0.6,0,52.55,2.19876801030302
3122299,352,"2016-11-13 10:20:43",0.62,114.2,0.031,0.6,0,52.57,2.194923922354102
3122327,352,"2016-11-13 10:21:43",0.62,114.2,0.031,0.6,0,52.59,2.194923922354102
3122358,352,"2016-11-13 10:22:43",0.61,114.1,0.031,0.6,0,52.6,2.1576309864816356
3122389,352,"2016-11-13 10:23:43",0.62,114.4,0.031,0.6,0,52.62,2.19876801030302
3122421,352,"2016-11-13 10:24:43",0.62,114.1,0.031,0.6,0,52.64,2.1930019516981245
3122452,352,"2016-11-13 10:25:43",0.61,114.1,0.031,0.6,0,52.65,2.1576309864816356
3122482,352,"2016-11-13 10:26:44",0.62,114.1,0.031,0.6,0,52.67,2.1930019516981245
3122511,352,"2016-11-13 10:27:43",0.61,114.3,0.031,0.6,0,52.69,2.1614130730716283
3122541,352,"2016-11-13 10:28:43",0.62,114,0.031,0.6,0,52.7,2.1910799810421464
3122572,352,"2016-11-13 10:29:43",0.61,114.1,0.031,0.6,0,52.72,2.1576309864816356
3122604,352,"2016-11-13 10:30:43",0.62,114.3,0.031,0.6,0,52.73,2.196846039647042
3122635,352,"2016-11-13 10:31:43",0.61,114,0.031,0.6,0,52.75,2.155740015322565
3122666,352,"2016-11-13 10:32:43",0.62,114.1,0.031,0.6,0,52.77,2.1930019516981245
3122693,352,"2016-11-13 10:33:43",0.61,114,0.031,0.6,0,52.78,2.155740015322565
3122721,352,"2016-11-13 10:34:43",0.63,114.1,0.031,0.6,0,52.8,2.228372916914613
3122750,352,"2016-11-13 10:35:43",0.62,114.1,0.031,0.6,0,52.82,2.1930019516981245
3122779,352,"2016-11-13 10:36:43",0.62,114.1,0.031,0.6,0,52.83,2.1930019516981245
3122808,352,"2016-11-13 10:37:43",0.62,114.2,0.031,0.6,0,52.85,2.194923922354102
3122837,352,"2016-11-13 10:38:43",0.62,114,0.031,0.6,0,52.87,2.1910799810421464
3122866,352,"2016-11-13 10:39:43",0.61,114.1,0.031,0.6,0,52.88,2.1576309864816356
3122895,352,"2016-11-13 10:40:43",0.63,114.2,0.031,0.6,0,52.9,2.2303258870674987
3122924,352,"2016-11-13 10:41:43",0.62,114.2,0.031,0.6,0,52.91,2.194923922354102
